Score,Summary,Text,Sentiment,Content
5,Suprising Quality and Great Price,"I'm somewhat of a dark coffee snob and have tried MANY dark roast pods.  These are both dark and flavorful and work great in a Keurig.  I usually like to slightly sweeten dark roast coffee, but this really doesn't need any sweetner.  Not at all bitter but still robust even on larger volumn setting.  Order by subscription and it's less than $15 for 36 pods which come vacuum packed in bags of 12 each.",positive,"Suprising Quality and Great Price. I'm somewhat of a dark coffee snob and have tried MANY dark roast pods.  These are both dark and flavorful and work great in a Keurig.  I usually like to slightly sweeten dark roast coffee, but this really doesn't need any sweetner.  Not at all bitter but still robust even on larger volumn setting.  Order by subscription and it's less than $15 for 36 pods which come vacuum packed in bags of 12 each."
5,Mama mia,This is the best whole wheat pasta on the market.............try it you will love it! was not pasty and it's good for you.,positive,Mama mia. This is the best whole wheat pasta on the market.............try it you will love it! was not pasty and it's good for you.
5,Dog loves them,"I have been giving my dog all his medication using Pill Pockets. He just loves them. I prefer the smell of Beef over Chicken, but he doesn't care. They definetly were cheaper through Amazom. I will buy these again.",positive,"Dog loves them. I have been giving my dog all his medication using Pill Pockets. He just loves them. I prefer the smell of Beef over Chicken, but he doesn't care. They definetly were cheaper through Amazom. I will buy these again."
5,like fine takeout for cats,"I have a raw fed 6 month old kitty but while transitioning him from dry food and now for a treat I give him a little of the Tiki Cat brand food. One reason I make the exception for this brand because when you open the can, you can identify what it is your cat is actually eating. No ""mystery meat"", no paying for or having him ingest sketchy fillers - no questioning ""what *EXACTLY* is a BY PRODUCT !?! - *shudder*......""<br /><br />Inside the Tiki Cat can you'll find what looks like a tiny restaurant takeout container for kitties - layered nicely, chunks of real seafood, looks and smells good!  There wasn't a single flavor he walked away from. Highly recommended!",positive,"like fine takeout for cats. I have a raw fed 6 month old kitty but while transitioning him from dry food and now for a treat I give him a little of the Tiki Cat brand food. One reason I make the exception for this brand because when you open the can, you can identify what it is your cat is actually eating. No ""mystery meat"", no paying for or having him ingest sketchy fillers - no questioning ""what *EXACTLY* is a BY PRODUCT !?! - *shudder*......""<br /><br />Inside the Tiki Cat can you'll find what looks like a tiny restaurant takeout container for kitties - layered nicely, chunks of real seafood, looks and smells good!  There wasn't a single flavor he walked away from. Highly recommended!"
5,excellent healthy food,"When we first adopted our lab/border collie mix at eight months old, she was extremely underweight and had constant diarrhea. We didn't know what was wrong! We tried science diet and iams, but she wouldn't eat them. Her weight loss and diarrhea continued. We finally got her to start eating Purina with chunks of meat in it, and she finally started gaining weight. Her diarrhea improved a little bit, but her fur was thin and dull and she didn't seem as healthy as she should be. I did some research on grain free foods and switched her over to this formula. Immediately her diarrhea went away! She gained weight even faster, and now instead of skin and bones, she is a beautiful slender dog with tons of energy. The sweet potato acts as a natural stool hardener, and no grain makes it easy to digest. Her fur is thick, shiny, and luxurious like it should be. Wonderful food!",positive,"excellent healthy food. When we first adopted our lab/border collie mix at eight months old, she was extremely underweight and had constant diarrhea. We didn't know what was wrong! We tried science diet and iams, but she wouldn't eat them. Her weight loss and diarrhea continued. We finally got her to start eating Purina with chunks of meat in it, and she finally started gaining weight. Her diarrhea improved a little bit, but her fur was thin and dull and she didn't seem as healthy as she should be. I did some research on grain free foods and switched her over to this formula. Immediately her diarrhea went away! She gained weight even faster, and now instead of skin and bones, she is a beautiful slender dog with tons of energy. The sweet potato acts as a natural stool hardener, and no grain makes it easy to digest. Her fur is thick, shiny, and luxurious like it should be. Wonderful food!"
5,Assolutamente come in Italia,"Dopo aver cercato in diversi supermercati questo prodotto, mia moglie mi ha fatto una sorpresa ordinando Lavazza Qualita' Rossa  Su amazon e devo dire che il prodotto e' assolutamente identico sia nel sapore che nell,aroma! assolutamente da provare!",positive,"Assolutamente come in Italia. Dopo aver cercato in diversi supermercati questo prodotto, mia moglie mi ha fatto una sorpresa ordinando Lavazza Qualita' Rossa  Su amazon e devo dire che il prodotto e' assolutamente identico sia nel sapore che nell,aroma! assolutamente da provare!"
5,Great formula,"We are supplementing breast milk using this formula.  Our little guy likes it very much.  This bonus can size is quite a bit of formula, and I like that we don't need to get more formula every week.<br /><br />Our only ""complaint"" is that it is a bit difficult to dissolve fully.  If we shake it enough to dissolve it all, our son has more spit-ups than usual.  We started to make 12 oz at a time ahead of needing it and use a stick blender to mix it fully. We let it sit for a bit, and everything is great!",positive,"Great formula. We are supplementing breast milk using this formula.  Our little guy likes it very much.  This bonus can size is quite a bit of formula, and I like that we don't need to get more formula every week.<br /><br />Our only ""complaint"" is that it is a bit difficult to dissolve fully.  If we shake it enough to dissolve it all, our son has more spit-ups than usual.  We started to make 12 oz at a time ahead of needing it and use a stick blender to mix it fully. We let it sit for a bit, and everything is great!"
5,Best I've Ever Tried,"Calhoun Bend Mill Apple Cinnamon Crisp Mix is the best premix I've ever used. It does not contain oatmeal as some do, and crisps perfectly when you add the right amount of butter. I've even used 2 packs at once to have more crisp. Sadly, its getting harder and harder to find this in stores now. I'm glad Amazon.com has it available.",positive,"Best I've Ever Tried. Calhoun Bend Mill Apple Cinnamon Crisp Mix is the best premix I've ever used. It does not contain oatmeal as some do, and crisps perfectly when you add the right amount of butter. I've even used 2 packs at once to have more crisp. Sadly, its getting harder and harder to find this in stores now. I'm glad Amazon.com has it available."
5,Zombie brains,"These worked perfectly. I mixed red jello, with 1 cup hot water. When dissolved, I add 1/2 cup cold water, stirred, the 1/2 Heavy Cream, which curdled and made perfect brains. They came out easily, and while not edible made great visuals",positive,"Zombie brains. These worked perfectly. I mixed red jello, with 1 cup hot water. When dissolved, I add 1/2 cup cold water, stirred, the 1/2 Heavy Cream, which curdled and made perfect brains. They came out easily, and while not edible made great visuals"
5,Really good,"This KIND healthy grains vanilla blueberry clusters with flax seeds granola is really good. The blueberry is subtle enough that it doesn't overpower the flavor, and the sugar is sweet, but not overly sweet. Plus it is not high-fructose corn syrup or anything like that, it is just regular cane sugar juice and vanilla extract. In fact, all of the ingredients in this are just regular ol' stuff that you've most likely heard of. It's printed right on the front of the package: ""ingredients you can see & pronounce,"" and they mean it. Not only are the ingredients all just regular food, but you really can see all of them when you eat it. This stuff isn't coated in anything special to hide what it is, and it's not all ground up or anything into little pieces...it's all just right there and if you wanted to you could probably pick out all the different grains and stuff in it (gluten free oats, brown rice, buckwheat, amaranth, millet, quinoa, flax seeds). All this results in a granola/cereal that you can feel good about eating because there isn't anything weird in it; it's all natural ingredients and you can see what it is you're eating. There are supposed to be 11 servings within each package (each serving is 1/3 cup). I probably had between two and three servings when I'd be eating this for breakfast and it was plenty. It is pretty filling and I'm a big guy. Recommended if you are a fan of eating granola or clusters for breakfast or snacks!",positive,"Really good. This KIND healthy grains vanilla blueberry clusters with flax seeds granola is really good. The blueberry is subtle enough that it doesn't overpower the flavor, and the sugar is sweet, but not overly sweet. Plus it is not high-fructose corn syrup or anything like that, it is just regular cane sugar juice and vanilla extract. In fact, all of the ingredients in this are just regular ol' stuff that you've most likely heard of. It's printed right on the front of the package: ""ingredients you can see & pronounce,"" and they mean it. Not only are the ingredients all just regular food, but you really can see all of them when you eat it. This stuff isn't coated in anything special to hide what it is, and it's not all ground up or anything into little pieces...it's all just right there and if you wanted to you could probably pick out all the different grains and stuff in it (gluten free oats, brown rice, buckwheat, amaranth, millet, quinoa, flax seeds). All this results in a granola/cereal that you can feel good about eating because there isn't anything weird in it; it's all natural ingredients and you can see what it is you're eating. There are supposed to be 11 servings within each package (each serving is 1/3 cup). I probably had between two and three servings when I'd be eating this for breakfast and it was plenty. It is pretty filling and I'm a big guy. Recommended if you are a fan of eating granola or clusters for breakfast or snacks!"
5,The best I have tried.,"These are really lovely, especially with tea in the afternoon for a litte snack.  Unlike the typical sesame bar, these are thin, crisp sesame wafers that are easy to eat.  I use them to keep me away from the vending machine at work.",positive,"The best I have tried.. These are really lovely, especially with tea in the afternoon for a litte snack.  Unlike the typical sesame bar, these are thin, crisp sesame wafers that are easy to eat.  I use them to keep me away from the vending machine at work."
1,"Does not qualify as coffee, bleh!","I've had bad coffee and instant coffee before, this is terrible and I do not want to call it coffee.  I have only tried the Caramel flavor because I got it for next to nothing and I figured it was worth a try.  Some coffee is bitter and it is pleasant, this is bitter in a terrible way and the sweetening combined with this special bitter makes it repulsive.  I've tried it as a flavoring in brewed coffee, also disgusting.  You cannot escape the bad taste that lingers after each sip.  Nobody should drink this and form an opinion of coffee or Starbucks coffee based on this product.",negative,"Does not qualify as coffee, bleh!. I've had bad coffee and instant coffee before, this is terrible and I do not want to call it coffee.  I have only tried the Caramel flavor because I got it for next to nothing and I figured it was worth a try.  Some coffee is bitter and it is pleasant, this is bitter in a terrible way and the sweetening combined with this special bitter makes it repulsive.  I've tried it as a flavoring in brewed coffee, also disgusting.  You cannot escape the bad taste that lingers after each sip.  Nobody should drink this and form an opinion of coffee or Starbucks coffee based on this product."
5,Perfect Little Packets of Spices!,"I bought these after seeing a recipe for chai concentrate and not being able to find cardamom in my local store, however, once I got them I found that I love the little packets!  They are pre-measured and packaged so that they stay fresh until you use them.  The three little tins means I can use some and pass another tin on to my favorite cookie baker.  It isn't as inexpensive as purchasing jars of spices but really, how many of us end up tossing out half-empty bottles anyway?",positive,"Perfect Little Packets of Spices!. I bought these after seeing a recipe for chai concentrate and not being able to find cardamom in my local store, however, once I got them I found that I love the little packets!  They are pre-measured and packaged so that they stay fresh until you use them.  The three little tins means I can use some and pass another tin on to my favorite cookie baker.  It isn't as inexpensive as purchasing jars of spices but really, how many of us end up tossing out half-empty bottles anyway?"
5,Mom loves it,My Mom has a hard time always getting this dark roast and its great that I can ship it to her through Amazon and it's there in days for her to use.  I have no idea how much she has been paying but it great just to surprise with several jars of the Black Silk when she can't find it when she's grocery shopping.,positive,Mom loves it. My Mom has a hard time always getting this dark roast and its great that I can ship it to her through Amazon and it's there in days for her to use.  I have no idea how much she has been paying but it great just to surprise with several jars of the Black Silk when she can't find it when she's grocery shopping.
5,good & cheap,This coffee has a nice flavor; I usually don't like Brazilian coffee.<br />This coffee has a full warm flavor.<br />The quality seems very good.<br />The price is super.,positive,good & cheap. This coffee has a nice flavor; I usually don't like Brazilian coffee.<br />This coffee has a full warm flavor.<br />The quality seems very good.<br />The price is super.
5,Need help giving your cat medication...try these.,"I've been giving my cat medication for a little over a year now and I just hate prying open his mouth and dropping the pill in.  If I get one of these treats ready beforehand it triggers his attention to the treat instead of the pill.  I give him his medication and then immediately give him the treat.  (not in the same fashion, however)  He used to run and hide every time I opened his pill case now at least he sticks around.  It makes it easier for me too.",positive,"Need help giving your cat medication...try these.. I've been giving my cat medication for a little over a year now and I just hate prying open his mouth and dropping the pill in.  If I get one of these treats ready beforehand it triggers his attention to the treat instead of the pill.  I give him his medication and then immediately give him the treat.  (not in the same fashion, however)  He used to run and hide every time I opened his pill case now at least he sticks around.  It makes it easier for me too."
1,Mashed potatoes for your cat?,"Be sure to note that the reason they can call this 'grain free' is because they use potato and pea starch instead. (Just read the ingredients.)<br /><br />I ordered some without realizing this--when you open the bag you will be knocked off your feet by the smell of instant mashed potatoes.<br /><br />If your goal is to get your cat off starches, this isn't the one.",negative,"Mashed potatoes for your cat?. Be sure to note that the reason they can call this 'grain free' is because they use potato and pea starch instead. (Just read the ingredients.)<br /><br />I ordered some without realizing this--when you open the bag you will be knocked off your feet by the smell of instant mashed potatoes.<br /><br />If your goal is to get your cat off starches, this isn't the one."
5,clorets,"The product is one I have been using for years, but it is difficult to find in any store now so I bought it through the mail.  I worked well!",positive,"clorets. The product is one I have been using for years, but it is difficult to find in any store now so I bought it through the mail.  I worked well!"
5,Great taste,Love that it's made with Splenda instead of aspartame and vanilla is the perfect base to make whatever flavor (I use some instant coffee) you want.,positive,Great taste. Love that it's made with Splenda instead of aspartame and vanilla is the perfect base to make whatever flavor (I use some instant coffee) you want.
5,Delicious!!,This was the first time I tried these smoked pork loin ribs and I must say..........they were scrumptious! They were about 1/2 bone to 1/2 meat but truly succulent.  Quick and easy to prepare in my convection oven.  I will be buying these again when Omaha Steaks has it's next 50% off sale.,positive,Delicious!!. This was the first time I tried these smoked pork loin ribs and I must say..........they were scrumptious! They were about 1/2 bone to 1/2 meat but truly succulent.  Quick and easy to prepare in my convection oven.  I will be buying these again when Omaha Steaks has it's next 50% off sale.
5,Awesome bread mix,This bread mix is really good it is Aldi's Brand and they are not carrying it right now! What  a disappointment!,positive,Awesome bread mix. This bread mix is really good it is Aldi's Brand and they are not carrying it right now! What  a disappointment!
5,Number 1 seller!,"I order a package of 12 Chocolove Premium Chocolate Bars, which by the way is an excellent chocolate, but when it arrived the bars were bent and melting due to he heat of the delivery truck. I contacted the seller and without questions or argument I was sent another order. I received the order well packed and cold in 2 days. Because I was stunned to see such customer service I contacted the seller once again to offer payment for the UPS cost, but the seller refused stating that their goal is total satisfaction and that I should not pay for the shipping. Just amazing service! I will recommend this seller to anyone and ask to support them. If there were more stars to give I would had given them the max.<br />I hope this review helps.<br />DF",positive,"Number 1 seller!. I order a package of 12 Chocolove Premium Chocolate Bars, which by the way is an excellent chocolate, but when it arrived the bars were bent and melting due to he heat of the delivery truck. I contacted the seller and without questions or argument I was sent another order. I received the order well packed and cold in 2 days. Because I was stunned to see such customer service I contacted the seller once again to offer payment for the UPS cost, but the seller refused stating that their goal is total satisfaction and that I should not pay for the shipping. Just amazing service! I will recommend this seller to anyone and ask to support them. If there were more stars to give I would had given them the max.<br />I hope this review helps.<br />DF"
5,Forget your hamburger helper!,"I've been using these ""mixes"" for several years and they are so great. Couldn't be an easier meal to prepare. Nice with added veggies-- green or red peppers, carrots, onions, a little potato-  but not necessary to make a very tasty and unique meal.<br />I used to put raisins and slivered almonds on top as a garnish but lately have just been throwing some raisins in to the mix while cooking and it's great that way. My brother adds some pineapple chunks when he makes it. I've given up finding these locally so I have my California people send me some -- but I think Amazon is cheaper.",positive,"Forget your hamburger helper!. I've been using these ""mixes"" for several years and they are so great. Couldn't be an easier meal to prepare. Nice with added veggies-- green or red peppers, carrots, onions, a little potato-  but not necessary to make a very tasty and unique meal.<br />I used to put raisins and slivered almonds on top as a garnish but lately have just been throwing some raisins in to the mix while cooking and it's great that way. My brother adds some pineapple chunks when he makes it. I've given up finding these locally so I have my California people send me some -- but I think Amazon is cheaper."
5,very satisfied,It arrived quickly and is an excellent product for a great price ( cost way more in the local health food store) Don't waste your money elsewhere this is the way to go to get your Chia!,positive,very satisfied. It arrived quickly and is an excellent product for a great price ( cost way more in the local health food store) Don't waste your money elsewhere this is the way to go to get your Chia!
5,no salt and roasted,"i always have loved these good sense sunflower nuts with no salt and roasted. they are a great protein and fiber snack. the come in a nice heavy duty bag to keep them fresh. it has a zip lock across the top to keep them sealed and fresh. they ship with very little chance of there being any damage. the price is great! i am very happy with this product. my recent batch was ""best if used by 05/15/2013"". that ain't bad!!! how could you not love this great quality product! highly recommended.",positive,"no salt and roasted. i always have loved these good sense sunflower nuts with no salt and roasted. they are a great protein and fiber snack. the come in a nice heavy duty bag to keep them fresh. it has a zip lock across the top to keep them sealed and fresh. they ship with very little chance of there being any damage. the price is great! i am very happy with this product. my recent batch was ""best if used by 05/15/2013"". that ain't bad!!! how could you not love this great quality product! highly recommended."
5,Very Convincing Meat Replacement,"I ate beef jerky every single day at my school cafeteria when I was growing up. I loved the stuff. And then I became a vegetarian and, alas, I thought my beef jerky days were done for. Until I discovered this. It is very convincing - the texture isn't gross or suspect like many fake meat products. It isn't too tough, is a bit moist, and has a nice flavor. It is much softer than Tofuky Jerky beef jerky replacement, so the texture is easier to deal with, but this flavor is more sweet than the spicy Tofuky Jerky version. I'm excited to taste other flavors to see if there is something a bit on the spicy barbecue side rather than sweet barbecue side, but in general, I really like this and it might convince even the most skeptical meat eater. My dad even liked it, which is saying a lot - he is an old school eater who was very skeptical of anything vegetarian.",positive,"Very Convincing Meat Replacement. I ate beef jerky every single day at my school cafeteria when I was growing up. I loved the stuff. And then I became a vegetarian and, alas, I thought my beef jerky days were done for. Until I discovered this. It is very convincing - the texture isn't gross or suspect like many fake meat products. It isn't too tough, is a bit moist, and has a nice flavor. It is much softer than Tofuky Jerky beef jerky replacement, so the texture is easier to deal with, but this flavor is more sweet than the spicy Tofuky Jerky version. I'm excited to taste other flavors to see if there is something a bit on the spicy barbecue side rather than sweet barbecue side, but in general, I really like this and it might convince even the most skeptical meat eater. My dad even liked it, which is saying a lot - he is an old school eater who was very skeptical of anything vegetarian."
4,Nothing that a dose of penicillin can't cure!!!,Are they kidding? Who would name a product this? Really!!! Love the part about preventing it from spurting...LOL!,positive,Nothing that a dose of penicillin can't cure!!!. Are they kidding? Who would name a product this? Really!!! Love the part about preventing it from spurting...LOL!
4,Yum Yum,"Good stuff, cinnamon and Life Multi-grain cereal, which I hear is better for you. Excellent price, hard to go wrong here.",positive,"Yum Yum. Good stuff, cinnamon and Life Multi-grain cereal, which I hear is better for you. Excellent price, hard to go wrong here."
4,Good and strong coffee,"I've enjoyed the Dark Magic coffee and re-ordered several times.  What I like about it is the strong taste and dark roast.  This is definitely one that I brew on the biggest cup size (12oz on my unit).<br /><br />The only negative I have is the lingering flavor is not quite as good as some of my more favorite k-cups.  However, I still put this in my top 10 and will continue to order occasionally for variety's sake.<br /><br />Overall - I recommend this to anyone who likes a strong, dark brew.",positive,"Good and strong coffee. I've enjoyed the Dark Magic coffee and re-ordered several times.  What I like about it is the strong taste and dark roast.  This is definitely one that I brew on the biggest cup size (12oz on my unit).<br /><br />The only negative I have is the lingering flavor is not quite as good as some of my more favorite k-cups.  However, I still put this in my top 10 and will continue to order occasionally for variety's sake.<br /><br />Overall - I recommend this to anyone who likes a strong, dark brew."
5,great tasting,"zico probably has the best taste of the coconut water brands I've tried.  This passion fruit flavor is great, refreshing & not too sweet.  I'm not a fan of the unflavored kinds.  I've tried zico's mango but prefer the passion fruit over it.",positive,"great tasting. zico probably has the best taste of the coconut water brands I've tried.  This passion fruit flavor is great, refreshing & not too sweet.  I'm not a fan of the unflavored kinds.  I've tried zico's mango but prefer the passion fruit over it."
5,Boldest K Cup Decaf.,"I've tried many so called bold K Cup Decaf's. Most tast watered down. If you must drink Decaf and you want something that tasts like real coffee try this one. Dr Ron. Jupiter, Fl.",positive,"Boldest K Cup Decaf.. I've tried many so called bold K Cup Decaf's. Most tast watered down. If you must drink Decaf and you want something that tasts like real coffee try this one. Dr Ron. Jupiter, Fl."
5,These are great alternative at Work,I use these at work where the coffee is not very good and there isnt a starbucks nearby.  The price on Amazon is better than even at SB.com  -- makes a great cup of coffee,positive,These are great alternative at Work. I use these at work where the coffee is not very good and there isnt a starbucks nearby.  The price on Amazon is better than even at SB.com  -- makes a great cup of coffee
5,Works Great With My Cat,"I've had several cats, most of which didn't have much of a hairball problem.  However, the cat I have now, has hocked up some epic hairballs. She's the best cat I've ever had, except for this one nasty problem.<br /><br />So, I bought a small bag of this hairball control from my vet, tried it, and it does seem to have had an effect on my cat's massive hairball problem.  In fact, after about a month of mixing this with her other food, I've noticed that she's only thrown up once or twice, and that's certainly not as much as she did before.<br /><br />I found this bag on Amazon for quite a bit less than what my vet charged, so I'll continue to order it here. Based on what I've observed with my cat so far, I would highly recommend this for those of you who have cats with the same problem.",positive,"Works Great With My Cat. I've had several cats, most of which didn't have much of a hairball problem.  However, the cat I have now, has hocked up some epic hairballs. She's the best cat I've ever had, except for this one nasty problem.<br /><br />So, I bought a small bag of this hairball control from my vet, tried it, and it does seem to have had an effect on my cat's massive hairball problem.  In fact, after about a month of mixing this with her other food, I've noticed that she's only thrown up once or twice, and that's certainly not as much as she did before.<br /><br />I found this bag on Amazon for quite a bit less than what my vet charged, so I'll continue to order it here. Based on what I've observed with my cat so far, I would highly recommend this for those of you who have cats with the same problem."
5,great kuchela,great tasting  kuchela. exactly what i was looking for to eat my dhal and rice. will definitely buy this again sometime,positive,great kuchela. great tasting  kuchela. exactly what i was looking for to eat my dhal and rice. will definitely buy this again sometime
5,Beetlejuice,I bought this movie for my 2 year olds and they loved it! Now i have to watch it 2-3 times a day but I'm glad they like a movie thats not a cartoon :),positive,Beetlejuice. I bought this movie for my 2 year olds and they loved it! Now i have to watch it 2-3 times a day but I'm glad they like a movie thats not a cartoon :)
5,Just can't get enough,"I love the Crystal Light Skin Essentials white peach flavor.  It's much lighter tasting than the regular peach flavored crystal light or other similar drink mixes.  I find it refreshing and satisfying.  Even better, I can carry a few packets with me wherever I go and always have access to a drink I'll really enjoy.  Even better, since it's so hard to find in stores, I can just order from Amazon and have it on stock in 2 fast and easy days.",positive,"Just can't get enough. I love the Crystal Light Skin Essentials white peach flavor.  It's much lighter tasting than the regular peach flavored crystal light or other similar drink mixes.  I find it refreshing and satisfying.  Even better, I can carry a few packets with me wherever I go and always have access to a drink I'll really enjoy.  Even better, since it's so hard to find in stores, I can just order from Amazon and have it on stock in 2 fast and easy days."
5,Fast and easy....and great,The best Chili... My husband and I love it. It is great for those cold evenings when we don't feel like cooking. Takes just minutes to make it.,positive,Fast and easy....and great. The best Chili... My husband and I love it. It is great for those cold evenings when we don't feel like cooking. Takes just minutes to make it.
4,Just as advertised,"When I got this bamboo it was exaclty as they showed it in the picture on-line, so I was glad.  The only glitch is that it was a bit difficult to set the bamboo in the vase but I managed it.  I got it a week ago and so far it is doing well.",positive,"Just as advertised. When I got this bamboo it was exaclty as they showed it in the picture on-line, so I was glad.  The only glitch is that it was a bit difficult to set the bamboo in the vase but I managed it.  I got it a week ago and so far it is doing well."
5,delish!!!,"ASIN:B0037QTLFY Chow Chow - 2-16 Oz Jar - Hot]]<br /><br />This is the 2nd time I have ordered this delicious chow chow.  Yummy on anything...Brats, burgers, veggies (black eyed peas)- well, anything when you want to add some ""Zing"".  I am now giving it as a hostess gift!!!<br /><br />A little goes a long way...<br /><br />A-stay-at-home-grandmother-with-excellent-taste...mac",positive,"delish!!!. ASIN:B0037QTLFY Chow Chow - 2-16 Oz Jar - Hot]]<br /><br />This is the 2nd time I have ordered this delicious chow chow.  Yummy on anything...Brats, burgers, veggies (black eyed peas)- well, anything when you want to add some ""Zing"".  I am now giving it as a hostess gift!!!<br /><br />A little goes a long way...<br /><br />A-stay-at-home-grandmother-with-excellent-taste...mac"
5,Pure Puppy Addiction,"Pro-Treat Freeze Dried Liver Dog Treats / B000255OIG<br /><br />This is the sort of product that makes me wish I could give more than 5 stars... My puppy absolutely adores these liver treats - our dog trainer calls them ""puppy heroin"". With these treats, training becomes an absolute snap, since the puppy is willing to do anything for his smelly liver treat - and you will have his undivided attention during the entire training session.<br /><br />These liver treats come in cubes and slices about a half inch on each side. I slice them thinly three or four time lengthwise, and then again two or three time crosswise. The liver treats fracture easily, and the taste is so addicting that only the tiniest slivers are necessary to reinforce good puppy behavior. These treats are also low fat and low preservatives, so they are very healthy for your puppy and that makes them even more perfect for training. Really, once you try this treat, you will never need another!<br /><br />As always, purchase and shipping from Amazon was easy and painless, and the liver treats were packed carefully enough that there was no extra treat breakage - which is remarkable for dried treats.<br /><br />~ Ana Mardoll",positive,"Pure Puppy Addiction. Pro-Treat Freeze Dried Liver Dog Treats / B000255OIG<br /><br />This is the sort of product that makes me wish I could give more than 5 stars... My puppy absolutely adores these liver treats - our dog trainer calls them ""puppy heroin"". With these treats, training becomes an absolute snap, since the puppy is willing to do anything for his smelly liver treat - and you will have his undivided attention during the entire training session.<br /><br />These liver treats come in cubes and slices about a half inch on each side. I slice them thinly three or four time lengthwise, and then again two or three time crosswise. The liver treats fracture easily, and the taste is so addicting that only the tiniest slivers are necessary to reinforce good puppy behavior. These treats are also low fat and low preservatives, so they are very healthy for your puppy and that makes them even more perfect for training. Really, once you try this treat, you will never need another!<br /><br />As always, purchase and shipping from Amazon was easy and painless, and the liver treats were packed carefully enough that there was no extra treat breakage - which is remarkable for dried treats.<br /><br />~ Ana Mardoll"
5,nutty as can be,"If you like Almonds and Coconut bar you will love these, they are a great snack, and not too sweet,<br />just perfect!!!<br />I will definitely order from Kind again.",positive,"nutty as can be. If you like Almonds and Coconut bar you will love these, they are a great snack, and not too sweet,<br />just perfect!!!<br />I will definitely order from Kind again."
5,Delicious,"I have to honestly say this stuff is delicious.  I had to stop eating them, because I would have eaten the 4 packages in one sitting.  There are different pork grinds that I have tasted before, but these are the best thus far.",positive,"Delicious. I have to honestly say this stuff is delicious.  I had to stop eating them, because I would have eaten the 4 packages in one sitting.  There are different pork grinds that I have tasted before, but these are the best thus far."
5,Bow-wow-WOW!!!,"There are three dogs in our house: I-Don't-Eat-Dry-Food, I'll-Eat-Any-Kind-of-Food, and I'll-Eat-AnyTHING. We fed all three Chef Michael's Grilled Sirloin Dry Dog Food at the same time but separately so we would know who ate what. Rocky (the dog that eats everyTHING)attacked his bowl with gusto and was begging for more. Mr. Peabody (the dog that eats anything edible) wolfed down his portion. The big surprise was that Charity, who will NOT eat anything but two flavors of Mighty Dog, went after this food like either a) she hadn't eaten in six months, or b)it's her most favorite food in the world. She gets fed twice a day, so it couldn't have been ""a.""<br /><br />Rocky's begging for more was also a surprise. Although he'll eat anything (eyeglasses, lightbulbs, birdhouses, ant traps, flea collars, etc.) he's never before begged for more as soon as he's finished (although he will check the other dogs' dishes just in case they missed a morsel).<br /><br />Please note: my five-star rating does not reflect how I would rate this product, which I did not sample, but on the dogs' enthusiastic response.",positive,"Bow-wow-WOW!!!. There are three dogs in our house: I-Don't-Eat-Dry-Food, I'll-Eat-Any-Kind-of-Food, and I'll-Eat-AnyTHING. We fed all three Chef Michael's Grilled Sirloin Dry Dog Food at the same time but separately so we would know who ate what. Rocky (the dog that eats everyTHING)attacked his bowl with gusto and was begging for more. Mr. Peabody (the dog that eats anything edible) wolfed down his portion. The big surprise was that Charity, who will NOT eat anything but two flavors of Mighty Dog, went after this food like either a) she hadn't eaten in six months, or b)it's her most favorite food in the world. She gets fed twice a day, so it couldn't have been ""a.""<br /><br />Rocky's begging for more was also a surprise. Although he'll eat anything (eyeglasses, lightbulbs, birdhouses, ant traps, flea collars, etc.) he's never before begged for more as soon as he's finished (although he will check the other dogs' dishes just in case they missed a morsel).<br /><br />Please note: my five-star rating does not reflect how I would rate this product, which I did not sample, but on the dogs' enthusiastic response."
